,Clump,Team,Estimator,accuracy,HV
0,0,Bears,LogisticRegression(),0.5952380952380952,H
1,0,Colts,BaggingClassifier(),0.7674418604651163,H
2,0,Panthers,LogisticRegression(),0.7142857142857143,V
3,0,49ers,LogisticRegression(),0.6428571428571429,H
4,0,Ravens,LogisticRegression(),0.7333333333333333,V
5,0,Jaguars,LogisticRegression(),0.6428571428571429,V
6,0,Buccaneers,LogisticRegression(),0.6585365853658537,H
7,0,Lions,LogisticRegression(),0.7804878048780488,V
8,0,Cardinals,KNeighborsClassifier(),0.7073170731707317,V
9,0,Eagles,LogisticRegression(),0.7045454545454546,H
10,0,Chargers,LogisticRegression(),0.6190476190476191,H
11,0,Seahawks,LogisticRegression(),0.5581395348837209,H
12,0,Jets,BaggingClassifier(),0.6976744186046512,V
13,0,Titans,BaggingClassifier(),0.5609756097560976,H
14,0,Broncos,AdaBoostClassifier(),0.7317073170731707,V
15,0,Dolphins,LogisticRegression(),0.7073170731707317,V
16,0,Browns,LogisticRegression(),0.8048780487804879,V
17,0,Raiders,LogisticRegression(),0.7380952380952381,H
18,0,Packers,KNeighborsClassifier(),0.75,H
19,0,Giants,BaggingClassifier(),0.6976744186046512,V
20,0,Chiefs,LogisticRegression(),0.6046511627906976,H
21,0,Saints,LogisticRegression(),0.5952380952380952,V
22,0,Rams,KNeighborsClassifier(),0.7142857142857143,V
23,0,Redskins,KNeighborsClassifier(),0.6829268292682927,V
24,0,Falcons,LogisticRegression(),0.6904761904761905,H
25,0,Cowboys,LogisticRegression(),0.5714285714285714,H
26,0,Patriots,LogisticRegression(),0.7083333333333334,H
27,0,Bengals,LogisticRegression(),0.6341463414634146,H
28,0,Steelers,LogisticRegression(),0.6818181818181818,H
29,0,Bills,KNeighborsClassifier(),0.6829268292682927,V
30,0,Vikings,LogisticRegression(),0.7142857142857143,H
31,0,Texans,KNeighborsClassifier(),0.6486486486486487,V
32,1,Bears,LogisticRegression(),0.7,V
33,1,Colts,AdaBoostClassifier(),0.6511627906976745,H
34,1,Panthers,LogisticRegression(),0.7619047619047619,H
35,1,49ers,LogisticRegression(),0.6428571428571429,H
36,1,Ravens,LogisticRegression(),0.7857142857142857,H
37,1,Jaguars,LogisticRegression(),0.7560975609756098,H
38,1,Buccaneers,AdaBoostClassifier(),0.7317073170731707,V
39,1,Lions,KNeighborsClassifier(),0.8048780487804879,V
40,1,Cardinals,KNeighborsClassifier(),0.6829268292682927,V
41,1,Eagles,LogisticRegression(),0.75,H
42,1,Chargers,LogisticRegression(),0.7380952380952381,V
43,1,Seahawks,LogisticRegression(),0.7674418604651163,H
44,1,Jets,LogisticRegression(),0.7317073170731707,H
45,1,Titans,KNeighborsClassifier(),0.5348837209302325,V
46,1,Broncos,LogisticRegression(),0.6829268292682927,V
47,1,Dolphins,RandomForestClassifier(),0.7804878048780488,V
48,1,Browns,LogisticRegression(),0.7804878048780488,V
49,1,Raiders,LogisticRegression(),0.6097560975609756,V
50,1,Packers,LogisticRegression(),0.6590909090909091,H
51,1,Giants,BaggingClassifier(),0.7380952380952381,H
52,1,Chiefs,LogisticRegression(),0.627906976744186,H
53,1,Saints,LogisticRegression(),0.8372093023255814,H
54,1,Rams,LogisticRegression(),0.6428571428571429,V
55,1,Redskins,LogisticRegression(),0.6829268292682927,H
56,1,Falcons,LogisticRegression(),0.7142857142857143,V
57,1,Cowboys,LogisticRegression(),0.6666666666666666,V
58,1,Patriots,LogisticRegression(),0.75,H
59,1,Bengals,LogisticRegression(),0.7560975609756098,H
60,1,Steelers,LogisticRegression(),0.75,H
61,1,Bills,GradientBoostingClassifier(),0.8048780487804879,V
62,1,Vikings,LogisticRegression(),0.6904761904761905,V
63,1,Texans,KNeighborsClassifier(),0.7027027027027027,V
64,2,Bears,RandomForestClassifier(),0.65,V
65,2,Colts,LogisticRegression(),0.6511627906976745,H
66,2,Panthers,LogisticRegression(),0.7142857142857143,V
67,2,49ers,LogisticRegression(),0.6904761904761905,H
68,2,Ravens,LogisticRegression(),0.7619047619047619,H
69,2,Jaguars,LogisticRegression(),0.6666666666666666,V
70,2,Buccaneers,LogisticRegression(),0.6097560975609756,H
71,2,Lions,LogisticRegression(),0.7804878048780488,V
72,2,Cardinals,BaggingClassifier(),0.5952380952380952,H
73,2,Eagles,LogisticRegression(),0.6363636363636364,H
74,2,Chargers,LogisticRegression(),0.7619047619047619,H
75,2,Seahawks,LogisticRegression(),0.6590909090909091,V
76,2,Jets,KNeighborsClassifier(),0.7073170731707317,H
77,2,Titans,KNeighborsClassifier(),0.6097560975609756,H
78,2,Broncos,KNeighborsClassifier(),0.6744186046511628,H
79,2,Dolphins,KNeighborsClassifier(),0.7073170731707317,H
80,2,Browns,LogisticRegression(),0.8048780487804879,V
81,2,Raiders,KNeighborsClassifier(),0.6904761904761905,H
82,2,Packers,LogisticRegression(),0.6818181818181818,V
83,2,Giants,BaggingClassifier(),0.6666666666666666,H
84,2,Chiefs,KNeighborsClassifier(),0.5121951219512195,V
85,2,Saints,LogisticRegression(),0.6976744186046512,H
86,2,Rams,KNeighborsClassifier(),0.5952380952380952,H
87,2,Redskins,BaggingClassifier(),0.6585365853658537,V
88,2,Falcons,KNeighborsClassifier(),0.6428571428571429,H
89,2,Cowboys,LogisticRegression(),0.6904761904761905,H
90,2,Patriots,LogisticRegression(),0.7083333333333334,H
91,2,Bengals,LogisticRegression(),0.6829268292682927,V
92,2,Steelers,LogisticRegression(),0.7045454545454546,H
93,2,Bills,LogisticRegression(),0.775,H
94,2,Vikings,RandomForestClassifier(),0.6904761904761905,V
95,2,Texans,LogisticRegression(),0.6756756756756757,V
96,3,Bears,KNeighborsClassifier(),0.65,V
97,3,Colts,BaggingClassifier(),0.5909090909090909,V
98,3,Panthers,KNeighborsClassifier(),0.6666666666666666,H
99,3,49ers,LogisticRegression(),0.6666666666666666,H
100,3,Ravens,LogisticRegression(),0.7857142857142857,H
101,3,Jaguars,LogisticRegression(),0.6666666666666666,V
102,3,Buccaneers,KNeighborsClassifier(),0.6585365853658537,H
103,3,Lions,LogisticRegression(),0.7804878048780488,V
104,3,Cardinals,KNeighborsClassifier(),0.6097560975609756,V
105,3,Eagles,RandomForestClassifier(),0.5454545454545454,H
106,3,Chargers,LogisticRegression(),0.7142857142857143,V
107,3,Seahawks,LogisticRegression(),0.6511627906976745,H
108,3,Jets,KNeighborsClassifier(),0.7209302325581395,V
109,3,Titans,LogisticRegression(),0.6046511627906976,V
110,3,Broncos,RandomForestClassifier(),0.6585365853658537,V
111,3,Dolphins,LogisticRegression(),0.6341463414634146,V
112,3,Browns,LogisticRegression(),0.7804878048780488,V
113,3,Raiders,KNeighborsClassifier(),0.7804878048780488,V
114,3,Packers,KNeighborsClassifier(),0.6363636363636364,V
